tweet,label
for us wey no sabi smile but dey sing nkor if you live me go dey,0
omo obo give una so mad ooo we suppose host award for una sef una too much,0
this ghana weaving fit me die,0
she want car she want cash omo this girl she too get class you better know say we dey famous everywhere we go we dey famous and everywhere we go them dey hail us hi,0
this ur face wey u bone don pursue the love comot ooo,2
e be like dem dey boil nigeria for heavenheat for delta,2
nd frame moto don jam e don happen,2
guylike e don de too last pass gionee battery now,0
arnold don dey curse o arnold na actor sha amvca awaits him,0
yes oooo we go dey dupé dey go,0
facebook na worst place to be doing advertising on it so many dumb questions wetn dey vex me pass say them go see your price on a product yet them go dey price the thing as if na meat them won buy god im stressed,2
as supposed make una wire my acct make i follow una dey see front,0
efe too like ass shadey carry wetin big pass am,2
my form sef poor rennes idiots today if no be rebet for my life ehn,2
i actually dey youtube i dey watch remontadas,0
but i really like the zobo i drink na god dey save pesin sha,2
na for ichida i fit chop for this town oh ngoo white,0
boss abeg help me na e don tey i dey retweet but nothing don fall for my side,2
where una dey see partner na,2
i no dey find their trouble i just dey face my hustlee see but when i start them go yinmu then them go start to dey love me ahhh spiritual am highly spiritual birthday blessings baby boy for life,0
a thread conversation btw alumni lvl student bro someone told me dat if u can understand physics mechanics dat you can understand girls lvl guy if you like score a in that course dem go still break your heart ‍‍,2
bbnaija na fraud how can you eliminate kim on top of that naija don commot for afcon,2
you go give somebody money you go tell them not to tell anybody before you know it them don go tell their friends now my dm don full with accnt details e be like say i no go dey use whatsapp again,2
omo no be everybody wen you follow wen no follow you back dey proud oh some people really really no just care about this followers thing no be pride,0
add that special red oil pepper sauce join down am with pepsi wen dey sweat and the rapture don complete walahii,0
hold god strong oo cus babalawo wey dey do charm for u fit las las repent leave u stranded happy sunday all,0
e be like shit of cow wey dey purge,2
mehn d guy na king️,0
i know say nobody don know me but you ma wet know me bring work come make them know wetin i dey do nah‍️ awada onitsha,0
now imagine thinking about sars before wearing a particular cloth drive a car or use a phone thinking this will look too flashy for sars even me wey dey wear suits in d last years sef sars don do me stop and search,2
me sef dey find anon for dubai trip,0
make una rest if not for desmond elliot wey give madrid bad luck una for see draw,2
una go dey talk say i no dey think but you wey be logical master didnt david moyes also inherit a title winning team i wish i knew you then i would have loved to see if you made excuses for him like you do for josé and moyes didnt spend money o,2
lmao me that wanted to listen to channels news this morning so ill be specific when im telling my boss im not coming to work coz of strike now i have to rely on hearsay say na channel weak,2
e don happen oooo wife call police to arrest her husband side chick police reach there the side chick na dpo wife kam baikwa,2
i don de comment since last week othe number of comments don de make me lose hope,2
amin make i go baff wia cloth na me be bread winner chai,0
bros obama abeg mke dem find me small thing nah xmas don reach oh,0
this assu sef so somborri canno play with you again just because we beg for small rest e don turn serious thing abeg we no play again we take god beg you to call off this strike its not funny again,2
romance without finance is nuisance abeg imagine dating someone who cant call you and ask you to take two weeks leave so you guys can go on baecation poor people have no need looking for love abeg carry person daughter dey soak garri,2
it seems there is a reconfirmation process ongoing abeg na d tagging i dey look for cos ur products are so thanks for the tagging,0
wetin dey do dis one,0
see as you dey shake dey stammer like small pikin wey chop him school fees,2
this one think say e smart e randomly enter dm dey hype me me know say na money so i reply like two messages as i notice say nothing dey to talk again i leave him last whines unread now money message don enter i go wait for like days before i reply,2
these guys no dey play like say dem wan score o,2
yes na i know before o sebi i dey talk am say shoprite for sa na like pharmacy na we dey hype am for here people dey think say na them build the malls,2
before you post finish sef people don dey like the post with all my fire pictures today and i have smelling likes,2
na the work wey them dey do,1
omo all manchester united fans dey don delete all their banter tweets dey drafted obafemi god bless you,0
twod end in tears persin wey no loyal to arsenal na hin go loyal to manu abi we go dey here when the cussing starts,2
the heat no be here oo you go baff say make you no clean body to feel fresh small seconds na sweat wey no dey gree dry,2
oya make una come read this thread and tell me wetin think na adult education i go abeg i need guidance thank you in advance,0
happy birthday man but wetin u dey use for ur beards na gimme make me self use am na,0
na wa oo person don dey for this onitsha bridge for almost an hour nowkai when we go reach lagos ooo,2
una sub dey here fakenews peddlers,2
something is not too write about dis scripture pls is adam and eve d st mortal on earth if dey are who den bear d child cain married,2
na your own to tough pass sef iswear,2
chelsea will sign a whole team in this transfer window haha na wa oo they just dey make person dey depressed how far nah,2
asin ehh dey suppose just dey there house than to come collect,2
fit support s wey get environmental interest for warri eg wey dey do cleanliness matter for awi warri,0
this beauty i like️ but as i dey like this no money to buy thats why ive been indoor since morning why i dey cry anon where you dey my god go bless you ×,2
make una patronize me na i never chop for days now o why una de do me like this nah,2
come and see cat wey chop pass your own but why do you guys shade mangu people na youre not being fair to us fa,2
sisssss na to dey ontop bed dey collect drip on top drip,2
on a more serious note anambra should focus on retaining its educated population because na still ebonyi and nssuka people full the state ‍️ they even lose some of its educated population to ebonyi sef just look at me na i fit no come back again ooo,2
i love how you can see the future and all possible outcomes well done mrs strange me i just dey talk wetin i see sha i no fit talk pass that one,0
see wetin chelsea dey cause arsenal fans dey yab me buy better striker we no buy,2
lmaooooooo its not a matter of prayer baba if ole doesnt fix his shit hed go this one wey your coach don dey yarn okoto like this nah l him go dey drink incoming l against chelsea,2
see how i am looking at all of you ooo nobody wan do easter for me chukwu na aka gi kam noo,2
exam na school disease uj students are highly contagious right now abeg make exams no be part of school na wetin una think,2
and some of you have praised lots of celebrities all your life and not even k imagine someone wey dey tell don jazzy to keep quiet got k just like that luck pass luck oh,0
chai so true true this children will not do gongoni play pikiin don dey own car i never sabi to drive sef this life sha,0
lol shey you wey dey bend person pikin don buy byc pata ni,2
too much activities on this side no negativity no impossibility good life dey sweet me for body nothing wey dey bother me because oluwa cover me princemabbey opeloyeruquadri salako,0
this makeup fit am,0
dear anon please locate me toooo na is it because im black na black i black i no kill person na is it because im big na big i big i no kill person na bikonu locate me,0
but e dey pain na for this kind economy,2
dz christmas for me na real na o nobody to celebrate with no money sef to flex well as person wan flex,2
the tide is high but im holding on im going to be your number one im not the kind of girl who gives up just like that oh nooo oooo im having a blondie moment if you dont recognise the lyrics you maybe too young this one is for the babies,0
infant something ba biko i like it i want it help me oooo im not a feminist abi gender equalator or those grammar yall speak patriarchy and chivalry and yenyenyen help me abeg im a weaker vessel if na to born i can do it myself small,0
in spain cases deaths recoveries naija please be safe your pastor and imam have a good house to stay without sharing anything with anybody una the ones wey dey share share,2
one time one of my guy been read hin babe message with one guy and hin babe say i really wish your choking can be firmer and you spank me harder my guy wan craze me wey no sabi console come say she suppose dey manage the choking like that na na so cry start,2
person go chop kpomo for house oo talk say nor be him chop am oo talk say nor be him chop they vex oo he wan beat ooo na we dey settle since oo,2
money wey i dey manage uba took a whole they took before abeg you people should comman explain to me why,2
like this like this ehh benin boyz no wan hear o dem say buhariust go oo any body wen see buharibmake e tell am ooo make e fit run for his life o,2
just when i thought was a noshow for me my dream to chop life this december can now be a reality thanks to with the gt plus jolly fest chop life december is assured and for shikele money sef just check out the awesome packages in the combo,0
ah abeg abeg abeg i no like to dey deceive myself my own work na to stan,2
a client gave me k to make a birthday cake for her daughter with icing sugar i told her ma this money wont be enough to do what you want my mum was like do it for her na na we we in my mind shey baby we we i dey use fo market i dont like doing business with my mums crew,0
see dem awon werey omo ole god punish anybody wey faint for court para dey oooo,2
omo i just dey observe say na boys dey my whatsapp and e be like say na boys dey the boys whatsapp sef bunch of horny bastards all of us,2
ha for this world wey i dey lidis especially nigeria wey be cruise no fucking way bro im good,0
and dem no go tell us,2
abeg boss i get fowl for sale ooo from th of december i fit help you kill am comot feather cut am abeg retweet and buy only me no fit chop all location benin city,0
hin comment dey look like person wey dey write essay,0
managing as u are like dis dis lifeits like some of us just escorted some to dis world,2
its tha w in the mix nowplaying || wetin dey,0
shey all the witchcraft vee dey do una dey talk say she is blunt,2
e don dey heavy abi grease am with oil make e soft,1
kayodeeeee why switch the camera na na this kind mood dey result months pls go back to the hoh lounge,0
una wey like discount go fit grab opportunities na,0
neutral ko no sane nigerian will support a sponsored protest of this kind with motives of destruction certainly not after the havoc carried out during the sponsored endsars protest dem no born una papa well make una try am,2
i spend k on transport every month my work no dey heaven oo na lagos i dey work,2
meaning say na the people wey won lash my sister be dis she don die,2
i want to apologise ahead for some seemingly ignorant things i may tweet in the future im human pls forgive me blast in my dm na me go use my hand come tl come apologise pls dont do what u did to falilat to me i fit kee myself oo me im not a strong person,2
something dey worry you you dont know we are staying in lagos how space wan dey the roomif bed no reach wall take your time kpachara anya gi,2
ion do again abeg betja dey stress me fpl dey stress me owu dey blow me buhari na my president oh please,2
na shearing life issues with beautiful oy dey ball i just wan ask you ooo this thing wey dem dey call miracle don happen to you before oya gist me remember say you fit drop your comment for here or for whatsapp or for text message for,1
so im on the dinning table doing my work and this hotel guest just told me come and eat with me with a big smile baba i dey actually h and i no go mind but i dey reason you way pay like for yam and egg with tea,0
life no cheap for akure again o abeg make una dey try pity us,2
ltgtm a yltgt⁣ ⁣ mayke we try dey chop o plenty work dey ground⁣ ⁣ mayke we dey throw our dice baba god go soon give us double six ⁣ ⁣ mayke we dey throw our dice baba god go soon give double chicken ⁣ ⁣ happy new fam,0
omo una dey mad oh na love be this,2
na real men b this na confirm people wey sabi shoot shot b thispapa god which day i go get this kind liver omoi dy come learn work asap,0
some giveaways will have you waste gb of data and end in tears do giveaway if you wan do i no get data to watch series of youtube videos and instagram videos because of giveaway wey i no go win las las,2
una don dey misbehave,2
so wetin you dey find go club im sure youre a chorister,2
nawa o buh na civil servant state na,2
imo i dey follow one babe talk yesterday my head just dey pain me like pretty babe no go dey smart rara,2
i remember dat day for freddo house wey dalo no gree make you talk on the matter funny as fuck,0
i never want you to go away from me dont go away from me i like it that youre happy baby like it that youre happy with me like it that you wan be with me oh say na who i kom be like it that you want to love me baby do you see that im so happy so happy say you sef choose me,2
how many games you play sef na naira you wan use win million,2
abeg oooo epp me beg dem we no get transformer na highlight i gast watch,1
na rejoice na omoh the mama bin just fine,1
dear all my ex may thunder from abakiliki fire una na today the break up con dey pain me o victoria island lagos,2
and make una refund me my money where una carry cause dey debit me twice for package where get as he be,2
the only one african bad gal wey fit high me like lager anytime i hear your music naso i dey stagger oh ringing tone message tone alarm tone wallpaper wonder woman,0
nobi everybody wia sabi book sani way to make real dope i hope your eye don clear all the abuse you gave that course mate wia no sabi book back then most of them don blow make una sha remember una course rep i no sell material pass normal price,0
hahahahaha na dem wan stop me from blowing,2
people dey wey never see like this chop since yesterday morning,0
as for those wen want my waffi bros to comot d house na unah go pack unah load go,2
just look at me making mouth on this day ‍️ ase i was just doing myself babe wen i dey toast don dey collect better body massage on a reg she calls it sensual massage and even promised to pay for a session for me am die o,2
tike don reach na why u dey wake up by am dont worry in d next yrsu will wake up to see the cute baby diva when u wake up by am,0
you see lagos e be people wey dey dere ooo i just like my abuja cos on how e burst e still sure come back to abuja they lied about lagos,2
be like that thing wey dem dey use kill fly with electric shock,2
person may ask am for the sofa picture supposed ask am weda e day mad after e say i said my camera is poor because obviously not only is his camera poor his brian is also poor to phantom that those two pictures are absolutely different for god sake,2
na girl wey no get good character dey fear mother inlaw,2
like why are you looking for me when nothing dey inside wetin you wan use me do madam,2
fine girl wey dey chop mouth,0
sleep please come back nah who begged me to wake up which kain wahala de be this,2
asweh e pain me ehn like the struggle to kiss her sef na war had to stand on my toes,2
bro since yesterday i just dey ask u if u will show calabar but youre not answering like if na heaven you wan give me,2
e suppose shoot seun,2
im busy rn e no go dey easy,2
e dey oh na u ask me question naaa,0
so fuel nw na per liter bicycle no de use fuel yet wahala be like bicycle wetin de occur,2
if this disease would spare poor people pesin go dey inside house if e no get food to chop,2
but if na man dey touch woman like that na harassment,2
make una dey try to pay debt abeg ‍️,2
its not her first time the boy is strong i fit don die if na me,2
yal didnt even wait for banks to finish una don dey tag apc you want to refund him his money and all e calm down na,2
another one don happen o wife talk say him husband no sabi do well naso neighbor wife talk say na lie na we want to start to dey settle for world bank like this,2
e don scatter street laidis ooo,0
you sef see am funny enough as them dey going out and coming in my werey friend still tell me say na my work e dey do whenever i complaint he go dey threatening me that he will stop the whole thing my mumu go dey beg again,2
and the say buhari is a tyrantfor ordinary fish and meat na him u dey para na whoa for some guys sha,2
dem say person wey em husband kee elephant and she no happy mean say e get where she for dey get her own meat,2
very stubborn af and you cant even beat them sef mummy will come to their rescue,2
just if blesses you abeg no forget the money wey i beg for whatsapp make i fit see tfare go work tomorrow,0
god send helpers to me dis new weekcant be eating like dis im in ur hands oh lord,2
dem say goat wey dem tie for one place keep for long timeeven when dem remove the ropehe no go leave that areaoofuni carry freedom sing song for akajooya you are free to goshe dey ask whereare you madt,2
me i fit run the aso ebinah my work be that,0
local man is pleased we don even play our champions league before the people wey qualify play sef levels,0
na now dem dey do praise and worship,2
abegi oh if una see way to comot i wan follow,2
na sani ko you don find one girl wai don make you like am add barcelona,0
everytime i see this girls tweet im like werey sheyav tweet nonzenz once again e no dey ever get head rara and na chimmy best girl o,2
i toast u and u say no u ask for money i say no or i didnt respondu con dey vex no b persin wey gain add mission dey pay sch fees ‍️‍️‍️ oya u self reason am nah,2
omo wer una dey see dat kind relationship na,0
we dey suffer we dey smile we dey fear to talk,2
na china chop meat na we dey wash hand wahala no good day,2
nowadays relationships na women dey break men heart wahala don too much,2
i suppose buy popcorn as per na movie i wan watch this night,0
una dey try wella abeg make una follow me back,0
i don dey love you for a long time my boy e be like say you no know say i care i wish you knew what im feeling for you darling youre so extraordinary and thats no ordinary thing and they kill killed and keilt it,0
whats the difference but the money used in printing d souvenirs was stolenwe say person corrupt dey say na small,2
tope you legit i been dey reason ham e be things if he be say we commit on stupid crime for heaven the baba just kuku ma give us nigeria as punishment i know say that name go get meaning for heavens,2
e no go better for lampard,2
wetin una dey talk wey notification be like group chat messages like this,2
guy wetin be this you look like your holding in shit wey wan drop,2
just wasted money buying this recharge card e don loss,2
lol you for chop e igbati the devil tried to tempt me but i know my yoruba roots and im not ready,2
na fit we fit we no kill person,0
bro i rather go back to arsenal na champion we they no dey win no be overall failure them be person go dey jolly if them win fa cup buharitrump lord forbid bad thing i had to beg them on bio not to follow me,2
person no fit just dial wrong number make or pick must it be from tashan dukku ‍️,2
im not happy with you oh you can just go awol on me come back dey call me chuks chuks,2
eyin mejeeji una be twins wey una no know,1
send me like two rats wey dey my house don dey gym,2
you wey dey command dg abeg rest,2
man done dey discover side talent,0
your own better i swear atleast na still season film dey inside i bought vikings season at ikeja just because i was in a haste i got home to know what i actually bought was zootopia na cartoon i buy,2
kiddwaya and wathoni when nor sabi dance na then stand for corner dey shout do it again,2
omo i wan go chop now self make i buy sprite,0
i can teach you on here thats if youre really interested in learning pidgin trust me its better than english i go fit teach you for here na only if you one sabi learn am trust me ih beta pas fone,0
you go follow go wen he wants that thing,0
lmao bro how we go do na i dey test this big man life e be like say the thing go fit me abi,0
see wetin i yarn that time someone got those hotels for don record u handed over bodies to soldiers way dey shoot,2
e dey pain me like say na me dey there,2
wow well e get as e dey sweet everybody,0
let me state this if you give me two miss call ill call back three miss call dont bother expecting me to call back five miss call i will block you una go dey call person like say una kidney dey my hand,2
ssg all this result u are giving us nightare they statistically provened aby na u dey construct am yrself,1
dj cuppy don vex she don dey pour out her mind finally,0
you dey beat me for fifa dey tell me bro your hand strong na the team no good,2
i go leave betting for una if this odds no play don baba please balance my account because betway don finish me patapata,2
e go better,0
i have been saying this since abeg who sabi where this church dey for onitsha,0
so im not sure if im in the club i was at last night or church everybody face just dey familiar its like achapel all over again if you know you know,0
wetin be dis againgidi because of naeto cna wa o,2
dis mfs are milking us dry mehn imagine decoder wey neva reach mnths oooo dis pipu they cheat us ooo normally i shud be given a one na heavy thunder go visit dem soon awon ole,2
lmafoooooooooooooooooooooo used to collect k to assignments for my mates i dey nigeria dem dey abroad,2
ahhhhthem don find winnie wahala,2
pls id start sharing my vlog and thought leadership stuff here soon abeg make una dey epp me retweet so my future children go fit chop thanks and god bless u,0
try and collect the cap back and see if they will even return it play play i don lose all my caps once any babe visits me they take your cap and ask you to rate if it fits themthe only cap i have like this na cap wey i take dey wear native,2
na ur time enjoy my own sef dey come,0
message to that gender marry man weh sabi do this kind thing too o abeg who wan chop ‍ pon the rice and stew,0
tega st of august na the date o na so me and my friends sit down we relate o say make we gather people come jubilate o cos na my success i dey try celebrate o you see tega you cant afford to come late o cos my gate go dey close like eight o,0
pepper eye na dey do you soe don tay liverpool win this trophy at least make them win one in this era,0
rie nsi dia with all due respect anam fa ebunye unu premium + babes unu ana awum n ala this una pringu life never tire una,2
na camera trick oooo e dey do like magic,0
wetin musa ni go see for gate,2
him no go drop now him sef no say he no fit ever try am my money dey ready we go transfer to you nah you go help us keep an whenever hes ready to play,0
na since pm this man don dey kitchen on top chips and egg the hunger self don run,2
smhna even bcoz of football u dey shout my chest i thought it was sometin serioushmmmuna n football match,2
fearless don start again my dm dey open na abi wetin dey happen ah never see anything,2
when im at home sometimes i tend to forget that i aint browsing with office wifi i go dey stream videos music mtn go just dey smile dey sweep my data,2
all dis fine fine girls wey una dey use for header sha mek i kuku get one too,0
person wey e suppose go im room konk his head,2
i swear ladycare that year do me strong thing for this life shaade shifting de dragging were i have to be fighting with my pant publicy all in a bid to be at least comfortable while losing blood ewww god e be tings for this period hassle wey guys wan troll us on top️,2
if dem allow us comot after this whole corona various ish i fit no enter house back till after like three days,0
chai sexy lips no go kee make your lips just sexy lásán i fit dash you my kidney,0
abeg who fit help me go flog that girl erica for minute so she stops pissing me off right now,2
lmao u don go find trouble dem don drag u,2
rich celebs buy ugly cloth anticeleb this cloth ugly tbh fans na because you papa no get money to buy am anticeleb i no fit use my money buy this cloth na fans because your money no reach am fan to his inner self but why my fave buy this kind ugly cloth,2
i for insult you oh but i no wan waste my insult cos you no worth am cos wiz no insult anybody just simple question and na the truth e be like the whole sarz killing never reach your side dem never kill your fam if them don kill one person for your fam you no go see hand type,2
we finish diplomathem no allow us continue wetin we start some people sef won serve shey mesef go fit serve like this abi dem no know say age dy count,2
dis man don sleep and me i still open eyes down like person wey wan pour jazz for ground wch kind life be dis one god,2
vals gift wey i buy for my boyfriend since neva reach him hand the person wey i send go dubai to buy another thing don come back cloth still neva show,2
dont listen to people telling you not to cast those gay bastards in your dm cast them abeg arrange for how we to beat them cos trust me i go follow do jungle justice on any gay guy i am angry this morning e pain me say i just dey see the whole drama,2
loving how whitemoney liquorose cross pere also push the ignore button ️️ una dey do like una too much we sef no dey see una top six for the win abeg,0
my bro eh i used to initiate convos most times with ladies but my current girl sabi discuss eh sotey na me dey run,0
neo talk too much dats the only tin dat got u dia,2
where are all the influencers her on what r u people doing are u sleeping na dem dey treat like trash oh these r d next people to enter workforce please who will start a new hashtag campaign for this inhumane treatment,2
and e dey show,0
this werey carry hin ride run ni shaa,2
has never dashed out any money less than k before na why wont i be angry he will just come gbam like say k na naira im angry mtcheewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,2
dem don carry light again which kain life,2
cos dem too dey toast you na,2
shop owners need to know how to relate with customers me good morning sir i came to you store to get a cord yesterday night but the cord is bad shop owner ehn go there and change it now ends the call na my money i take u na se u dey mad ni,2
i dey vex o me wey need the most them say i dey rich,2
it will be a dream come true for many of us to see feature abi make we use jazz carry dem enta studio ni make dem no come out till dey release like songs,0
na so una dey talk,2
for this lagos if person no dey careful na transport and food go dey finish your money,2
see persin wey u got i don become an adopted family na make me like this ogbonge club abeg make una welcome me,0
a whole vice president is infected with the virus vp wey no dey enter public transport o wey no dey stand for bus stop ha,2
we no fine we no still get money join ️ but we thank god for life for where we dey come from for where we dey and for where we dey go the journey has been rough so far bt we gonna rough it till the end happy sunday️,2
abeg wetin dem ask kana wetin she dey talk ‍️‍️‍️‍️,2
from d moesha reactions on the tl u can easily spot all d women wey dey nack for money if pesin dm u for price sha no kan complain for tl o,0
so i uploaded my roommates nysc pop picture and captioned it welcome to the class of hungry veteransna only skills go fit save you o i have not entered the room since morning the full compound don dey settle the matter since,2
pls oo all those ladies dat usually chat up ppls boyfrnd to ask dem wen are we gng to see or wont u cm andsee me pls aunty sorry o but wat exactly are u guys seeing for una wan do praise and worship if any bitch tries dis with me i swear sumone is going to die,2
me im not from ghetto but na me dey run your ghetto the energy of men love it,0
my brother na wetin de pain me you de take joke so ooo,2
i will go to this law school very soon una don dey push me thank you sir,0
im in that position right damn now something i hated with passion not seeing myself do it in a million years guess what na im i dey do now god help me pls,2
omo purging wan kee me please na im sorry release me i wan poo my intestines,2
you sef check na,0
thanks to everyone dat voted dis baby girl and those of us dat still love her even with her flaws honesty her sarcasm thank u guys we are d real mvp,0
me i dont have problem with the asun na something wey i fit enter my wife kitchen run in less than mins but you see that suya abeg where i fit get something like that exactly or almost exactly for this kd today laidis don allah a taimaki danuwa,0
seriously i was like when i saw that tweet doc na that kain dad wey go make think you have played him mugu by allowing you eat his facebookopeningfee money and waylay you for tuition fee time,2
abeg i need follow snaps wey dey happen abeg na dat kain premium content i need dey watch,0
na now wey i wan sell kayamata naim dem wan cast the business,2
ozo wan use eviction take kiss nengi na bad girl o enno even fit pity am na nengi go kill ozo las las we muvee godwin,2
coach shay you will enter and play the rest you just dey say calm down since and dem dey flog me,2
if you never download this jam i no no wetin you dey wait for sha joro joro joro joro you wan kill person when i say wizkid a legend just accept that fact ️ wizzy number one fan of him or no fam i mean,2
between yesterday and today sef,1
im inside keke see wetin person de drive for my front and this stupid keke just came to block my beautiful view,2
na the witchcraft part omo e just dawn on me say true dem don turn black witches o,2
person wey dey always follow me post where una dey see love don pick date,2
abi make i send my account number make me sef smile thanks sir,0
one of my neighbors like this just imagine noise of gen wey dem dey use muscle on,2
lol e go spoil o unless you go de chop am morning afternoon and night,2
my uncle was addressing one of his orderlies uncle gentleman you have to sit tight no time for partisan politics dont involve yourself me as per the mumu nephew wey i be well may be it is time for artisan politics e be like say i don buy job ooo,2
walahi dis diamond n access bank merger is not making sense to me how n to think am now an access bank customer how dat bank i no dey feel dere service at all there staff always looking boring or not smiling dozie u no try oh my diamond,2
you sef na legend,0
ikeja electric and maintenance are like and another maintenance started yesterday barely a week after the last one week maintenance wetin dey pain me be say my gotv full subscription dey waste,2
bruuh the money dey pain me sef like say na my own,2
person no even fit stand this one dy shout stand fit,0
eno please na but its not fair what you people do to me oo be speaking for and with me naaah they would soon tag me rebel if they havent already sef,2
the money i scammed him sef is still remaining to buy another phone if i want my conscience is killing me arghhh,2
na im na,1
everybody dey put mouth for hush matter like say nor be we we dey follow am for ig lol make una rest abeg,2
we no fit dai,0
i dont wanna fall no more im still standing my ground but all the bumps around me on top my case dem carry antenna dey tie gele dey tie bandanna cheque and fireboy made music on history on repeat,0
abi na only me dey experience am since dis november guys wen dey disturb me don reduce ooso na so we go dey dis christmas sef,2
u don dey kiss ur broda abi itiz well hes kisses soft and sweet,0
na for mulla to dey make bed dey wait alupu oo,1
make una dey wash us dey go without omo,2
akpors for ja league as usual nah all d home team go win not bcos dem dey home but bcos dey are d beta side,0
e don spoil mbah no de for us again ‍️ who go de for us now,2
sugar dis girls dy form now some of dem r even nd wife and sum of them dy marry yrs old man al dis brila girls self,2
abeg whr them dey sell better nkwobi for ibadan im craving,0
lol na to dey buy flash drive per project dey enter bus go give them,1
traffic go dey na dem no go fit meet up,2
dm dm person don send dm tire una nr dey reply bring my k if you cant credit the beneficiary i send money since yesterday the recipient has not gotten the fund na to dey tag cnn remain now,2
sample your market na ‍️ december don dey reach o,0
but seriously why wizkid go dey do like this e dey starve us nah i pray he repent shaa,2
me sef na human being,1
bro so na the abortion be the vex now common na person force her,2
na whatspp status i should my papa him don dey try nod me and my phone down sef,2
e dey take full village to take care of pikin as usual go soon pop up untop wit me so pin i dey test u,1
m naira land in this lagos lmao na inside evil forest e go dey its not even up to the rent here plis dfkm,2
na gateman you dey do for your ppa,0
and his fathers briefcase with k note full inside dat guy been de off me i swear,0
abeg make all diz people let us hear word,2
yo girlfriend disrespects yo friends yet you go ahead to marry herna u sabi,2
as she dey waka inside bush ‍️ person come fire arrow e come chuck her for back so tey e comot for her chest ‍️ blood come dey comot she come fall for ground e be like say the thing dey pain am well well na im she come dey cry all the birds wey dey there come begin dey fly,0
na wetin make am dey prison so,2
even off campus dem dey wreck,2
if i talk wetin my eyes don see,2
i can relate but when she feels you dont love her for who she is but rather who you think she can be na then you go know say na comedy film you dey act since,2
na the authenticity of the steth wey dey your neck go cause fight,2
if you no get bf wey serious can we sideline him,2
if zinoleesky doesnt perform kilofeshey this night i fit tear clothe,0
im in tears guys see how my customer rocked her bag she made me so happy with this picture e choke abi e no choke ikeja,2
jude no go put me for wahala did sit ups yesterday now my belle be like where dem do do tug of war,0
all of una activism na for social media e dey end sha momsi is currently whooping the stubbornness outta my year old sister am i going to intervene nah just gonna sit here munch on this meat pie and let the woman of god continue her ministration,2
when you don comot the whole thing from body you go con consider say knacks no worth abj house rent,2
omooooooooo e don tey oooo at last we see person vpn login steal congratulations to me on my login back to twitter ive missed dragging environment mehhn buhari snapchat burna meta verse black rihanna,0
lol person wey suppose carry me go and come back no wan comot house,2
pictures from my product shoot class with be like say she don sabi pass me sef register for my private product shoot class for just naira only send a dm to book a spot,0
guy abeg na,2
lmaooooooo ive never been a fan of gold or the color but as e con be you no sabi anything wey no dey shine whos fault it that alaye leave my mentiosn,2
wetin be the name of that babe wey jerry carry come our hangout last year no be queen,1
na mumu dey do valentine when men dey street de ask for good governance and security,2
swipe skinny joggers with side stripe‍️ price n̶ ️ color khaki size l dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,0
eheeeen so this na man utd bank sef and i didnt know before now me im a proud city fan and i dont associate myself with anything man u same reason i stopped patronizing chivita time to change bank,2
this work of is going to cost me more hours to complete and im not giving up not now or never ️ so many legends dey but im just trying to be another one please kindly retweet for a bother na,2
wetin man go chop like this its as if im tired of the whole food in the world and im hungry,0
you no really change sef na that your height gangan be the koko when did you start getting so tall should be your before and after lol all those times wey lade tosin and bode dey pursue u upandan,0
na dis laycon dey vex me pass he dey do like person wey still dey secondary school,1
abeg which village you dey again na jux yesterday indry realize say to chop better mango for this side go hard,2
get the cheapest data offer from lucid data world una don hear our icon so rush subscribe from lucid data world so una go stream anywhere una day icons we represent,0
‍ you don finish you don finish dis guy,2
na girl wey dey sell food i dey find wey be say if i go greet her like this she go pack food gimme,0
beggie beggie na my best track and na i dey beg,0
buhari na vegetable wey dem dey press like x for pad,2
so when one says us are stressful na all the under e dey refer to nawa o,2
omo na mumu dey fall in love una wey dey shout god when for davido and chioma or quavo and saweetie shey e no eventually spoil,2
hehehe naa this kind faaji you dey chop abii make una invite me naa bills on you,0
i swr e get one dey wen na iphone person use do am,0
bros abeg tweet am we dey wait already,0
inspecting what please e be like say na years them take swear for abia state,2
no any better na one bus e go take if better de,1
nepa off light fan never finish dey turn i don sweat finish i comot outside hot inside hot after facing all of this i cannot come and go to hell again oohh,2
na all these kind signings you dey always envisage go bring problem between me and you one day na so you start willian that time and today dem don sign am,2
ola wetin i do you now na man i no get i didnt rob na i dont have a man cause im keeping myself unlike you this bloody fornicator,2
e no fit repair again my dm don spoil,2
true sha na so hazard de like play wan enter through defender,0
if i start shooting my shot na dey wud dodge oo,2
there are times i see a tweet where someone needs a vendor i try to remember some of you but your handle just dey difficult to remember walahi i type some letters and twitter sef no gree help i kuku give up sha,2
just imagine say we no dey wear clothes buhari go come on live tv saying my pellow nigerians with his dck out sars and police go dey chase ppl nakedly aiming to shoot our d ppl wey dey form big eggplants for twitter no go fit lie cause they are using their full pics as avi,0
wen woman pursue u like this u go de shame for ursef go akwaibom n see dis one no be myth ur girl go tell u say ehnn if i fit de insyd room wit face walahii walahii wahh and if they r actually dereforgerit oya mention jorja smith babe nahh ur obituary comn up,2
always take out time to appreciate people wey love your hustle god bless all the people wey dey support muip ️ how you see that de gea jersey wey dey rock,0
